,issue_area,question,submission_date,submitter_location,submitters,vote_count,question_
11220,Society & Community,Should the fedrtal government continue to fund planned parenthood ,2016-09-28 19:43:00,CA,Patricia  C.,46,"fedrtal government continue fund planned_parenthood
"
11221,Infrastructure & Technology,Is setting up a private server intent to obstruction of justice?,2016-09-28 06:04:00,IL,Don Y.,46,"set_up private_server intent obstruction justice
"
11222,Government & Elections,Are politicians above the law in regards to mishandling classified information?,2016-09-29 18:03:00,GA,Larry T.,46,"politician law regard mishandle classify information
"
11223,Society & Community,Isn't making marijuana illegal like saying God made a mistake? ,2016-09-28 12:28:00,TX,Brian  C.,46,"marijuana illegal like god mistake
"
11224,Health,Do you think a person can be President if he/she has difficulty with memory?,2016-09-28 10:14:00,MD,Fran H.,46,"think a_person president he/she difficulty memory
"
11225,Society & Community,Who are the top ten donors to your foundation and how much did each donate?,2016-09-30 14:31:00,MI,Forrest  P.,46,"donor your_foundation how_much donate
"
11226,Civil Rights,Why are shooting sprees increasing in countries with strict gun control laws?,2016-09-28 14:53:00,NY,Mitchell W.,46,"shoot spree increase country strict_gun control law
"
11227,Foreign Policy & Military,Do you think Russia is a threat to the USA,2016-09-29 15:47:00,AZ,Dee K.,46,"think russia threat usa
"
11228,Infrastructure & Technology,What facets of America's crumbling infrastructure does your plan prioritize?,2016-10-07 15:34:00,NJ,J.D. S.,46,"facet america_'s crumble infrastructure your_plan prioritize
"
11229,Government & Elections,What are your thoughts on Pay to Play campaign contributions? ,2016-10-07 14:14:00,MO,Sheri R.,46,"your_thought_on pay play campaign_contribution
"
11230,Society & Community,Are you in favor of fact checking your statements while in this debate?,2016-10-07 12:52:00,MO,Adam S.,46,"in_favor_of fact_check statement debate
"
11231,Education,How do you plan on helping the next generation with college fees?,2016-10-07 01:28:00,CA,Dylan  L.,46,"plan help generation college fee
"
11232,Economy & Jobs,"With the unemployment rate nearing 25%, how are you going to bring back jobs? ",2016-10-06 22:22:00,NY,Giovanna D.,46,"unemployment_rate near 25 bring_back job
"
11233,Civil Rights,"What is your plan to enforce existing, stringent gun control regulations?",2016-10-06 13:28:00,TX,john m.,46,"your_plan enforce existing stringent gun_control regulation
"
11234,Foreign Policy & Military,Would the U.S. be safer if more of America's allies had nuclear weapons?,2016-10-05 17:55:00,CA,Garry H.,46,"u.s. safe america_'s allies nuclear_weapon
"
11235,Infrastructure & Technology,Discuss 3 ways your administration will begin to prepare for climate change,2016-10-04 20:53:00,VA,Kyle A.,46,"discuss 3 way your_administration begin prepare climate_change
"
11236,Environment,How would you address global climate change?,2016-10-04 19:01:00,NC,Anna C.,46,"address global climate_change
"
11237,Health,What changes will you make to the FDA to make sure they ban dangerous additives?,2016-10-03 20:08:00,NJ,Jacqueline S.,46,"change fda make_sure ban dangerous additive
"
11238,Government & Elections,"Is it critical to protect the security of our voting & ballots?
",2016-10-03 19:54:00,AZ,Marenann D.,46,"critical protect security voting ballot
"
11239,Foreign Policy & Military,As Commander in Chief - How do you plan on dealing with North Korea?,2016-10-03 19:49:00,NJ,Tony I.,46,"commander_in_chief plan deal_with north_korea
"
11240,Environment,Should America play a more or less significant role in combating climate change?,2016-10-03 08:42:00,CA,Bryce T.,46,"america play more_or_less significant role combat_climate_change
"
11241,Taxes & Budget,How will you reduce and end the obscene amount of money this government wastes?,2016-10-02 08:56:00,IN,Janice S.,46,"reduce end obscene amount_of money government_waste
"
11242,Civil Rights,How have you worked to reduce the income and wealth gap between poor & wealthy?,2016-10-01 11:07:00,NY,arthur F.,46,"work reduce income wealth gap_between poor wealthy
"
11243,Foreign Policy & Military,Will you accept full responsibility for refugees from terrorist hotbeds?,2016-10-01 09:12:00,MI,Philip O.,46,"accept responsibility refugee terrorist hotbed
"
11244,Taxes & Budget,Would you cut congresses wages to pay back into social security.  ,2016-09-30 21:23:00,NV,Jennifer T.,46,"cut congress wage pay back_into social_security
"
11245,Health,GMO's,2016-09-30 12:40:00,CT,Martha G.,46,"gmo 's
"
11246,Society & Community,"Serious social/political rifts will remain after election, how will you handle?",2016-09-30 11:42:00,PA,Mary K.,46,"social/political rift remain election handle
"
11247,Society & Community,How should executives be held  responsible for their company's actions?,2016-09-30 01:35:00,OR,Brian H.,46,"executive hold_responsible company 's action
"
11248,Education,How should we measure success in education besides standardized testing? ,2016-09-29 04:16:00,OR,Lisa S.,46,"should_we measure success education standardized testing
"
11249,Infrastructure & Technology,"Will you support federal subsidies for solar, electric, etc for households?",2016-09-29 02:05:00,CA,Cheryl S.,46,"support federal subsidy solar electric household
"
11250,Health,what plan will you put forth for individuals with autism and their family,2016-09-28 10:43:00,PA,Victoria M.,46,"plan forth individual with_autism family
"
11251,Government & Elections,Which Departments will you eliminate to return to a Constitutional govenment?,2016-09-28 18:26:00,CA,Warren B.,46,"departments eliminate return constitutional govenment
"
11252,Foreign Policy & Military,Will you support the call to remove Saudi Arabia from the UN Human Rights panel,2016-09-28 18:18:00,AZ,Lara F.,46,"support remove saudi_arabia human rights panel
"
11253,Health,What are we going to do about the serious addiction problem in US?,2016-09-28 10:07:00,WV,Lisa  E.,46,"addiction problem
"
11254,Society & Community,Will you restrict entitlement programs and give incentive back to people to work,2016-09-28 17:12:00,WA,Gabe G.,46,"restrict entitlement_program incentive people work
"
11255,Society & Community,While investing a hedge fund.Top executives erase their email. Do you prosecute?,2016-09-28 06:40:00,PA,Barbara O.,46,"invest hedge fund executive erase email prosecute
"
11256,Society & Community,Planetary overpopulation?,2016-09-28 15:08:00,AK,Drew D.,46,"planetary overpopulation
"
11257,Government & Elections,What would you do in the event of continued government gridlock?,2016-09-28 13:29:00,MO,Lindsey W.,46,"event continue government gridlock
"
11258,Civil Rights,"Governor McCrory is against repealing the HB2 or ""bathroom bill"".  Do you agree?",2016-09-27 21:40:00,NC,Angie S.,46,"governor mccrory repeal hb2 bathroom agree
"
11259,Foreign Policy & Military,"In how many languages can you say, ""Hello,"" or, ""Thank you""?",2016-09-28 11:54:00,NY,Laura N.,46,"language hello thank
"
11260,Foreign Policy & Military,"When we defeat IS, how will you address root causes to stop it from coming back?",2016-09-28 10:23:00,TX,roger s.,46,"defeat address root cause stop come
"
11261,Government & Elections,Would you cut ties with your foundation to eliminate conflicts of interest?,2016-09-28 02:54:00,OR,David W.,46,"cut tie your_foundation eliminate conflict
"
11262,Government & Elections,Would you be willing to dismantle Obama's crooked bureaucratic agencies.,2016-09-27 22:59:00,SC,Sue P.,46,"willing dismantle obama_'s crooked bureaucratic agency
"
11263,Foreign Policy & Military,"How would you react to an invasion of Taiwan by China, or Ukraine by Russia?",2016-09-27 22:19:00,None,Stephen P.,46,"react invasion taiwan china ukraine russia
"
11264,Education,Is the local funding of public schools consistent with American values?,2016-09-27 16:25:00,IL,Daniel R.,46,"local funding public_school consistent american value
"
11265,Government & Elections,Is bipartisanship dead? Who on the other side of the isle would you work with? ,2016-09-27 20:52:00,KS,Tyler H.,46,"bipartisanship dead isle work_with
"
11266,Economy & Jobs,How do we sustain cities and regions with declining industries?,2016-09-27 20:08:00,NC,Nick S.,46,"sustain city region decline industry
"
11267,Foreign Policy & Military,Why haven't either of you denounced what even Temer admits was a coup in Brazil?,2016-09-27 15:36:00,WA,Anne N.,46,"either_of denounce temer admit coup brazil
"
11268,Taxes & Budget,Will you vow to be a good steward of every federal tax dollar collected?,2016-09-27 15:10:00,MN,Jason D.,46,"vow good steward federal tax_dollar collect
"
11269,Government & Elections,"What caused the increase in tensions between races, sexes and economic classes?",2016-09-27 15:06:00,NY,Peter L.,46,"cause increase tension_between race sex economic class
"
11270,Government & Elections,How could we make future presidential elections less polarizing and divisive?,2016-09-27 14:29:00,NY,Dwight A.,46,"future presidential election polarizing divisive
"
11271,Foreign Policy & Military,What are the countries that border Israel?,2016-09-27 14:19:00,FL,Ross T.,46,"country border israel
"
11272,Government & Elections,Do most govt employees know what the standard classified markings are?,2016-09-27 13:48:00,NJ,Rachel N.,46,"govt employee know standard classified marking
"
11273,Government & Elections,Should voters take a citizenship test to vote?,2016-09-27 13:24:00,MA,Dimitri K.,46,"voter citizenship test vote
"
11274,Government & Elections,Do career politicians' interests align with those of the American people?,2016-09-27 12:21:00,OH,Peter Z.,46,"career_politician align american_people
"
11275,Economy & Jobs,Why is there a government mandated minimum wage?,2016-09-27 12:06:00,FL,Daniel L.,46,"government mandate minimum_wage
"
11276,Government & Elections,Would you support a cutoff age of 70 for those running for Federal office?,2016-09-27 11:12:00,OH,Patrick K.,46,"support cutoff age 70 run_for federal office
"
11277,Society & Community,Do you believe the Govt should mirror the values of the people or influence them,2016-09-27 12:37:00,OH,Jeff N.,46,"believe govt mirror value people influence
"
11278,Society & Community,WHAT WOULD YOU DO?,2016-09-28 10:21:00,MA,Pauline B.,46,"
"
11279,Health,"Have you been diagnosed with any incurable, non-treatable medical condition?",2016-09-27 13:41:00,OH,Sara B.,46,"diagnose incurable non treatable medical condition
"
11280,Economy & Jobs,Do you support  America's using her own energy supplies?,2016-09-29 00:38:00,MA,Bonnie G.,46,"support america_'s use energy supply
"
11281,Government & Elections,Should a presidential candidate be able to run while being investigated?,2016-10-01 12:03:00,AZ,Chris M.,46,"presidential_candidate able run investigate
"
11282,Government & Elections,Would you support a Single Issue Legislation mandate for the US Congress?,2016-10-07 15:30:00,GA,Glen E.,46,"support single issue legislation mandate congress
"
11283,Civil Rights,Would you support a New Equal Rights Amendment for ALL Citizens,2016-09-29 22:52:00,VA,Bruce E.,46,"support new equal_rights_amendment citizens
"
11284,Health,Would you push for a ban against Direct to Consumer (DTC) ads for medications?,2016-09-29 22:33:00,TN,Mary P.,46,"push_for ban direct consumer dtc ad medication
"
11285,Government & Elections,"Besides the 1st and 2nd Amendments, what do you love about the Constitution?",2016-09-29 16:42:00,OK,Ross C.,46,"1st 2nd amendments love constitution
"
11286,Government & Elections,What can we do to break the stranglehold of our corrupt 2 party oligarchy,2016-09-29 16:27:00,OR,Dave E.,46,"can_we break stranglehold corrupt 2 party oligarchy
"
11287,Foreign Policy & Military,What would you do as President if Putin invaded Estonia?,2016-09-29 16:00:00,None,Gordon P. and Elaine M.  R.,46,"as_president putin invade estonia
"
11288,Foreign Policy & Military,What is your plan to produce peace in Syria and help the displaced?,2016-09-29 15:44:00,TN,Ryan C.,46,"your_plan produce peace in_syria help displace
"
11289,Society & Community,Can we enforce English as our national language?  ,2016-09-29 12:01:00,OR,Vicky S.,46,"can_we enforce english national language
"
11290,Foreign Policy & Military,Do you consider Russia to be an allie of the US? Why or why not?,2016-09-29 11:29:00,TX,Cindy W.,46,"consider russia allie
"
11291,Government & Elections,In reference to the Veterans Administration  regarding Claims and Appeals. ,2016-09-29 10:25:00,MI,Rodney T.,46,"reference veterans administration regard claims appeal
"
11292,Government & Elections,Do you support an entrance exam for politicians,2016-09-29 09:32:00,FL,Ernest M.,46,"support entrance exam politician
"
11293,Civil Rights,How will you deal with illegal immigrants coming into the country?,2016-10-06 16:55:00,NY,Brayden C.,47,"deal_with illegal_immigrant come country
"
11294,Society & Community,What will you do to ensure equal rights for women and girls.,2016-10-01 21:36:00,CA,marnie d.,47,"ensure equal_right woman girl
"
11295,Taxes & Budget,Would you support ending taxation of social security benefits. ,2016-09-30 14:26:00,WI,Paul G.,47,"support end taxation social_security benefit
"
11296,Society & Community,"Do you believe there is racial injustice? If do, what is your plan to solve it?",2016-09-29 00:19:00,MD,vivian c.,47,"believe racial injustice your_plan solve
"
11297,Society & Community,Is the BLM organization racist?,2016-09-28 15:15:00,NY,Mitchell W.,47,"blm organization racist
"
11298,Taxes & Budget,Will the debt be greater or less than $20 trillion after you leave office?,2016-09-27 13:17:00,TX,J.D. L.,47,"debt great or_less $_20_trillion leave office
"
11299,Environment,What is your position on Dakota Access Pipe Line RE Human Rights & Environment?,2016-10-08 03:27:00,WA,Stacey M.,47,"your_position_on dakota_access pipe line human rights environment
"
11300,Society & Community,What can we do to curb predatory price increases by drugmakers. ,2016-10-07 20:21:00,WA,Edward H.,47,"can_we curb predatory price increase drugmakers
"
11301,Foreign Policy & Military,With social security reaching a critical mass how would you address costs,2016-10-07 19:45:00,MN,Calvin B.,47,"social_security reach critical mass address cost
"
11302,Civil Rights,How does banning the most common rifle in the country make any sense?,2016-09-30 20:11:00,VT,Ryley H.,47,"ban common rifle country sense
"
11303,Foreign Policy & Military, Using political office for financial gain,2016-10-07 19:04:00,CA,Cheryl G.,47,"use political office financial gain
"
11304,Economy & Jobs,How will you fight to get money out of politics to make elections free and fair?,2016-10-07 15:57:00,OH,Ronnie J.,47,"fight get_money_out_of politics election free fair
"
11305,Health,How can we stop health care insurance companies from mandating care?,2016-10-07 14:14:00,TN,Melba I.,47,"how_can_we stop health_care insurance_company mandate care
"
11306,Society & Community,What would you do about having an F.B.I. director that is clearly corrupted? ,2016-10-07 12:42:00,FL,Joseph R.,47,"f.b.i. director clearly corrupt
"
11307,Civil Rights,Encourage congress to finally pass concealed carry reciprocity legislation,2016-10-05 17:37:00,FL,Paul K.,47,"encourage congress finally pass conceal_carry reciprocity legislation
"
11308,Society & Community,Would you support using Prisoners to help society and fill farm labor shortage?,2016-10-04 13:10:00,CA,Gail C.,47,"support use prisoner help society farm labor shortage
"
11309,Environment,Are you a Sustainability Activist in your personal and public life?,2016-10-04 09:41:00,FL,Nancy F.,47,"sustainability activist your_personal public life
"
11310,Government & Elections,How would you compare the Trump Foundation to the Clinton Foundation,2016-10-04 00:34:00,CA,Diana E.,47,"compare trump foundation clinton foundation
"
11311,Taxes & Budget,"We are nearly $20T in debt, what will you do to reduce size & scope of govt?",2016-10-03 16:51:00,KS,Joe C.,47,"nearly $ 20t debt reduce size scope govt
"
11312,Foreign Policy & Military,What will you specifically do to secure our borders?,2016-10-02 14:06:00,CA,aaron s.,47,"specifically secure our_border
"
11313,Health,What will you do to help Americans with invisible illnesses?,2016-10-02 08:58:00,NY,Mary T.,47,"help american invisible illness
"
11314,Government & Elections,Do you support voting rights for American citizens in US island territories?,2016-10-02 06:54:00,CA,Brian R.,47,"support voting_right american_citizen island territory
"
11315,Government & Elections,Should a psychological evaluation be required of Presidential candidates?,2016-10-01 19:59:00,FL,Lance B.,47,"psychological evaluation require presidential_candidate
"
11316,Civil Rights," In your own words, what does it mean to say that all people are equal?",2016-09-30 18:29:00,OH,Molly G.,47,"your_own_word mean people equal
"
11317,Economy & Jobs,Would you support a tax on accumulated wealth?,2016-09-30 14:18:00,CO,Dean S.,47,"support tax accumulate wealth
"
11318,Infrastructure & Technology,How will you ensure privacy and security of personal data in the digital age?,2016-09-30 00:45:00,MA,David P.,47,"ensure privacy security personal data digital age
"
11319,Taxes & Budget,"Specifically, what steps will you take to close the gender wage gap in the US?",2016-09-30 00:25:00,TX,Fatimah S.,47,"specifically what_step close gender wage_gap
"
11320,Civil Rights,We hear a lot about the 2nd amendment. Which one matters most to you and why?,2016-09-29 23:36:00,RI,Judith S.,47,"hear lot 2nd_amendment matter
"
11321,Foreign Policy & Military,What is your view of U.S./Russia relations? Will this change if you are elected?,2016-09-29 11:52:00,IA,Thomas S.,47,"your_view u.s./russia relation change elect
"
11322,Society & Community,"Why are criminals with multiple arrests, continually released from jail?",2016-09-29 15:19:00,FL,Jennings E.,47,"criminal multiple arrest continually release jail
"
11323,Taxes & Budget,Could money spent on elections be better spent?,2016-09-29 06:08:00,VA,Mary B.,47,"money spend election better spend
"
11324,Civil Rights,Do you support the Black Lives Matter Movement? Why?,2016-09-28 22:13:00,MN,Peter J.,47,"support black_live_matter_movement
"
11325,Education,What are Common Core Standards and do you support their implementation? ,2016-09-28 19:46:00,NC,Sandi  S.,47,"common_core standards support implementation
"
11326,Civil Rights,What do you say to 9-year-old Zianna Elephant and her plea for equality? ,2016-09-28 18:50:00,MA,Michelle R.,47,"9-year old zianna elephant plea equality
"
11327,Society & Community,Should all elected officials be held to the same sexual harassment standards.,2016-09-28 17:29:00,TX,James R.,47,"elect_official hold sexual_harassment standard
"
11328,Government & Elections,Please describe what an ethical government will look like under your leadership.,2016-09-28 08:41:00,PA,D R.,47,"please_describe ethical government look_like leadership
"
11329,Foreign Policy & Military,What will you do to prevent nuclear weapons from being used on us?,2016-09-28 03:07:00,SD,Ben H.,47,"prevent nuclear_weapon use
"
11330,Society & Community,Vacation Time: American vs. Europe. Shouldn't we be winning?,2016-09-28 14:08:00,CO,Chris C.,47,"vacation time american vs. europe win
"
11331,Government & Elections,What role should fact checkers play in the electoral and debate process?,2016-09-28 13:00:00,CA,Jason C.,47,"role fact checker play_in electoral debate process
"
11332,Education,What do you believe is the appropriate federal role in K-12 public education? ,2016-09-28 12:11:00,VA,katherine s.,47,"believe appropriate federal role k-12 public_education
"
11333,Economy & Jobs,What will you do to prevent the eminent coming financial crisis?,2016-09-27 20:54:00,TX,Gene I.,47,"prevent eminent come financial crisis
"
11334,Government & Elections,Describe your accomplishments in the last 30 years that have enriched Am. lives?,2016-09-28 10:35:00,None,Anthony  S.,47,"accomplishment 30_year enrich life
"
11335,Economy & Jobs,When the FED plans to raise interest rates what will you do to combat recession?,2016-09-27 21:57:00,CA,Tristen  R.,47,"fed plan raise interest_rate combat recession
"
11336,Foreign Policy & Military,AIPAC pays Congress $65M+ to vote for Israel first. Will you continue this? ,2016-09-27 21:12:00,CA,John S.,47,"aipac pay congress $ 65m+ vote israel continue
"
11337,Government & Elections,How will you ensure our taxes are spent efficiently?,2016-09-27 21:08:00,IL,David U.,47,"ensure tax spend efficiently
"
11338,Society & Community,Does the vetting process for refugees from other countries need to be changed?,2016-09-27 20:52:00,WI,Em H.,47,"vetting process refugee other_country need change
"
11339,Economy & Jobs,"We already have high unemployment rates, why would we accept workers from Syria?",2016-09-27 20:13:00,NY,Brian M.,47,"high unemployment_rate accept worker from_syria
"
11340,Foreign Policy & Military,"The Military has a large budget, why does our Air Force have old planes?",2016-09-27 16:42:00,MD,Hope H.,47,"military large budget air force old plane
"
11341,Taxes & Budget,How do you justify charging a tax rate of over 25%,2016-09-27 16:04:00,TX,Suzanne P.,47,"justify charge tax_rate 25
"
11342,Taxes & Budget,Would you support a return to the Gold Standard?,2016-09-27 16:02:00,TX,Brandon W.,47,"support return gold_standard
"
11343,Society & Community,What makes you the best candidate to handle the unpredictable world we live in? ,2016-09-27 15:26:00,MO,Tyler T.,47,"best candidate handle unpredictable world live
"
11344,Society & Community,List 3 legislative goals that are likely to achieve bipartisan support.,2016-09-27 15:22:00,PA,Julie T.,47,"list 3 legislative goal likely achieve bipartisan support
"
11345,Economy & Jobs,American Innovation,2016-09-27 15:15:00,MA,Carly C.,47,"american innovation
"
11346,Government & Elections,Will you consider the welfare of US citizens before all actions as President?,2016-09-27 14:36:00,OH,Sharlette K.,47,"consider welfare us_citizen action as_president
"
11347,Government & Elections,Do you support more regular non lawyer citizens serving in government?,2016-09-27 14:35:00,None,Philip D.,47,"support regular non lawyer citizen serve government
"
11348,Foreign Policy & Military,Why do you think U.N. refugee vetting is reliable?,2016-09-27 13:52:00,NY,alexander g.,47,"think u.n. refugee vetting reliable
"
11349,Government & Elections,How do you intend to relate to Congress? ,2016-09-27 13:17:00,WA,Micah M.,47,"intend relate congress
"
11350,Society & Community,How do you differ from Gary Johnson's platform?,2016-09-28 14:50:00,CA,Dorothy L.,47,"differ_from gary_johnson 's platform
"
11351,Foreign Policy & Military,"Will you say ""radical Islamic terrorism"" when such terrorism occurs?",2016-10-01 20:07:00,CA,Jeff H.,47,"radical_islamic_terrorism terrorism occur
"
11352,Economy & Jobs,How will you stop the large exodus of companies from the US and create good jobs,2016-09-30 23:56:00,TX,Todd W.,47,"stop large exodus company create good job
"
11353,Society & Community,"What, if anything, do you plan to do to combat human trafficking?",2016-09-30 21:05:00,WA,Nora T.,47,"if_anything plan combat human_trafficking
"
11354,Society & Community,Would you reduce the dollars that go to foreign aid and use it in our cities?,2016-09-30 12:54:00,CT,Karen M.,47,"reduce dollar foreign_aid use city
"
11355,Foreign Policy & Military,What would you do to stop an increasingly aggressive Russia in Eastern Europe?,2016-09-29 21:43:00,VA,Greg P.,47,"stop an_increasingly aggressive russia eastern europe
"
11356,Foreign Policy & Military,How would you take care of millions of illegal immigrants coming to our country ,2016-10-07 15:15:00,NY,Haim B.,47,"care million illegal_immigrant come our_country
"
11357,Health,"What will you do to prevent toxins in  our food, air, and water?",2016-10-08 20:10:00,IA,Cathy H.,47,"prevent toxin food air water
"
11358,Taxes & Budget,Would you close tax loopholes that benefit you and your family?,2016-10-02 21:24:00,MD,Phillip J.,47,"close_tax_loophole_that benefit family
"
11359,Environment,What steps would you take in your first 6 months to deal with the issue of clima,2016-09-30 10:07:00,NH,Eileen K.,47,"what_step 6 month deal_with issue clima
"
11360,Government & Elections,Why are qualified Third Party candidates are not invited to participate?,2016-10-07 01:17:00,WA,Lois G.,47,"qualified third_party_candidate invite participate
"
11361,Health,Is Obamacare a success and should it be expanded?,2016-10-05 14:54:00,NY,Joshua F.,47,"obamacare success expand
"
11362,Government & Elections,Do you believe the FBI & DOJ has been politicized? ,2016-09-28 09:52:00,GA,Scott D.,47,"believe fbi doj politicize
"
11363,Government & Elections,What characteristics do you consider important for Supreme Court justices?,2016-10-01 11:32:00,VA,Les T.,48,"characteristic consider important supreme_court_justice
"
11364,Society & Community,What policy ideas of Bernie Sanders do you agree with?,2016-09-28 08:15:00,OH,Doug Z.,48,"policy idea bernie_sanders agree_with
"
11365,Economy & Jobs,How will you bring back and produce jobs in the energy industry specifically ,2016-09-29 08:59:00,MD,Ryan F.,48,"bring_back produce job energy industry specifically
"
11366,Foreign Policy & Military,As president how would you have handled the situation in Benghazi,2016-10-04 21:23:00,NC,Marty M.,48,"as_president handle situation benghazi
"
11367,Health,Who do you think should dictate a womanâs choice and reproductive health?,2016-09-29 00:17:00,OH,Brittany G.,48,"think dictate womanâs choice reproductive health
"
11368,Civil Rights,What was so great about America before that it needs to be that way again? ,2016-09-27 19:40:00,TX,Lauren H.,48,"great america need way
"
11369,Foreign Policy & Military,How can we afford to support and provide billions of dollars to other countries ,2016-09-28 21:55:00,FL,Zach S.,48,"how_can_we afford support provide billion dollar other_country
"
11370,Taxes & Budget,What is your tax plan and why is it better than your opponent's?,2016-10-05 14:21:00,MO,Tyler M.,48,"tax plan it_better_than your_opponent_'s
"
11371,Civil Rights,How do you plan to get Black and White Americans to discuss common grounds?,2016-09-28 17:01:00,CA,Karen P.,48,"plan black white americans discuss common ground
"
11372,Society & Community,Would you support a return to small farms over big corporations?,2016-10-06 12:42:00,MO,Don S.,48,"support return small farm big corporation
"
11373,Government & Elections,What is your take on Citizens United?,2016-09-28 22:27:00,FL,Sasha H.,48,"citizens_united
"
11374,Education,Would free college work? If you support it what would you do to make it happen?,2016-10-03 09:51:00,MO,Abbie M.,48,"free_college work support happen
"
11375,Environment,Please release a transcript of your college education.,2016-09-27 13:19:00,CO,Sane P.,48,"release transcript college_education
"
11376,Foreign Policy & Military,How are we to  eliminate ISIS?,2016-09-27 18:47:00,NV,Rob A.,48,"eliminate isis
"
11377,Civil Rights,Are you in favor of Death Penalty and do you think it works ?,2016-09-27 16:49:00,CA,Laura B.,48,"in_favor_of death_penalty think work
"
11378,Economy & Jobs,How will you improve the job market so college graduates can be employed faster?,2016-10-08 19:09:00,NJ,Arub B.,48,"improve job market college_graduate employ faster
"
11379,Government & Elections,Media bias has been rampant and blatant in this presidential race.,2016-10-07 13:41:00,CA,Stephannie B.,48,"media bias rampant blatant presidential race
"
11380,Society & Community,Do you think laws should be enforced equally to the public and politicians?,2016-10-07 12:34:00,OK,Andy A.,48,"think law enforce equally public politician
"
11381,Infrastructure & Technology,What are the candidates position on how to strengthen the border with Canada?,2016-10-06 22:42:00,MD,Idalia R.,48,"candidate position_on strengthen border canada
"
11382,Society & Community,How will you guarantee the safety of the population from alt-right terrorists?,2016-10-06 14:55:00,VA,Kevin S.,48,"guarantee safety population alt right terrorist
"
11383,Civil Rights,"Given voter fraud is not an issue, what purpose do Voter ID's serve?",2016-10-06 14:22:00,NE,Jule G.,48,"voter_fraud issue purpose voter_id 's serve
"
11384,Infrastructure & Technology,How do you propose to keep acts of cyber-warfare from escalating to larger wars?,2016-10-06 08:11:00,TX,Dennis B.,48,"propose act cyber_warfare escalate large war
"
11385,Society & Community,"Drivers Texting & driving kill people, will you try to pass a law against it?",2016-10-05 23:34:00,TX,Yolanda G  R.,48,"driver texting drive kill people try pass law
"
11386,Society & Community,What is your plan for immigrants that have documents versus no documents?,2016-10-05 17:37:00,CO,Lucan W.,48,"your_plan immigrant document versus document
"
11387,Economy & Jobs,What will you do about large corporations and there large influence in D.C?,2016-10-05 11:30:00,IL,Luis A.,48,"large_corporation large influence d.c
"
11388,Foreign Policy & Military,Is it important that prospective legal immigrants prove their value to the US?,2016-10-05 00:46:00,GA,GEORGE P.,48,"important prospective legal_immigrant prove value
"
11389,Society & Community,How do you plan to address gun control?,2016-10-04 20:59:00,FL,Elizabeth D.,48,"plan address gun_control
"
11390,Education,How would you adjust the school systems to be competitive with other nations?,2016-10-04 10:48:00,OH,Michael S.,48,"adjust school competitive other_nation
"
11391,Health,How will you fix obamacare,2016-10-02 23:39:00,IN,Lindsae G.,48,"fix obamacare
"
11392,Infrastructure & Technology,What is your plan to make broadband Internet accessible to everyone?,2016-10-03 12:15:00,CA,Kyle M.,48,"your_plan broadband internet accessible
"
11393,Infrastructure & Technology,Do you support the removal of the internet from American control.,2016-10-02 22:01:00,FL,Gabe T.,48,"support removal internet american control
"
11394,Education,What is your plan for rectifying loan interest rates for higher education?,2016-10-02 16:53:00,OH,Mike C.,48,"your_plan rectify loan interest_rate high_education
"
11395,Economy & Jobs,How would close the loopholes that allow entities to pay 0 or less in taxes?,2016-09-30 22:22:00,PA,Bryan B.,48,"close loophole_that allow entity pay 0 or_less tax
"
11396,Society & Community,How will you address the increased militarization of our police force?,2016-09-30 08:23:00,CT,Jeff K.,48,"address increase militarization police_force
"
11397,Civil Rights,"If you were to lose the election, how will you continue to fight for children?",2016-09-30 08:20:00,AL,Angela  T.,48,"lose election continue fight child
"
11398,Taxes & Budget,What is your plan to cut federal spending? What specific programs would you cut?,2016-09-30 00:44:00,OH,Chad P.,48,"your_plan cut federal_spending specific program cut
"
11399,Economy & Jobs,"What, specifically, will you put in trade agreements?",2016-09-30 00:30:00,TX,Devorah T.,48,"specifically trade_agreement
"
11400,Civil Rights,Do you support transgender bathrooms?,2016-09-29 20:43:00,RI,Sandra M.,48,"support transgender bathroom
"
11401,Government & Elections,"Is a president an important role model, and if so, how do you qualify?",2016-09-29 15:30:00,MA,Elizabeth M.,48,"president important role_model if_so qualify
"
11402,Civil Rights,Can a person refuse to perform a service they believe violates their religion?,2016-09-29 12:29:00,NY,Jeffrey B.,48,"a_person refuse perform service believe violate religion
"
11403,Civil Rights,"Are some people ""more equal"" than others? Justify your opinion with facts.",2016-09-28 18:16:00,IL,Holly B.,48,"people equal justify your_opinion fact
"
11404,Government & Elections,How important is protecting Americas sensitive information to you?,2016-09-28 16:05:00,WI,Pete H.,48,"important protect americas sensitive information
"
11405,Civil Rights,Do you favor legislation formally authorizing Puerto Rico to decide its future?,2016-09-28 15:52:00,NC,John V.,48,"favor legislation formally authorize puerto_rico decide future
"
11406,Health,Jow will you support the SCOTUS decision to take guns from DV convictions?,2016-09-28 12:38:00,NM,Patricia G.,48,"jow support scotus decision gun dv conviction
"
11407,Health,How would you address substance use disorder?,2016-09-28 11:27:00,DC,Casey E.,48,"address substance use disorder
"
11408,Education,Your personal feelings toward bullying in schools & toward bullies in general? ,2016-09-27 20:36:00,HI,Paul R.,48,"your_personal feeling bullying school bully general
"
11409,Society & Community,Campaign money?,2016-09-28 10:05:00,FL,Greg L.,48,"campaign money
"
